Study.Accession	Reported.trait	Group	UKB.Field.ID	QC.Flag.Field.ID	type	analysis	adjustment	sex	population
GCST90499523	Triglycerides in Small HDL	Lipoprotein subclasses	23578	23878	sequencing	exWAS	PGS adjusted	Combined	British-African
GCST90499524	Triglycerides in Small HDL	Lipoprotein subclasses	23578	23878	sequencing	exWAS	PGS adjusted	Combined	European
GCST90499518	Triglycerides in Small HDL	Lipoprotein subclasses	23578	23878	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90499522	Triglycerides in Small HDL	Lipoprotein subclasses	23578	23878	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90499515	Triglycerides in Small HDL	Lipoprotein subclasses	23578	23878	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90499708	Triglycerides in Small LDL	Lipoprotein subclasses	23550	23850	array	Discovery		Combined	European
GCST90499709	Triglycerides in Small LDL	Lipoprotein subclasses	23550	23850	array	Discovery		Combined	British-African
GCST90499723	Triglycerides in Small LDL	Lipoprotein subclasses	23550	23850	array	Discovery		Combined	British-Central/South Asian
GCST90499712	Triglycerides in Small LDL	Lipoprotein subclasses	23550	23850	array	Discovery		Female	European
GCST90499722	Triglycerides in Small LDL	Lipoprotein subclasses	23550	23850	array	Discovery		Male	European
GCST90499718	Triglycerides in Small LDL	Lipoprotein subclasses	23550	23850	sequencing	Gene-burden	PGS adjusted	Combined	British-Central/South Asian
GCST90499719	Triglycerides in Small LDL	Lipoprotein subclasses	23550	23850	sequencing	Gene-burden	PGS adjusted	Combined	British-African
GCST90499721	Triglycerides in Small LDL	Lipoprotein subclasses	23550	23850	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90499707	Triglycerides in Small LDL	Lipoprotein subclasses	23550	23850	sequencing	Gene-burden	no PGS adjustment	Combined	British-Central/South Asian
GCST90499716	Triglycerides in Small LDL	Lipoprotein subclasses	23550	23850	sequencing	Gene-burden	no PGS adjustment	Combined	European
GCST90499713	Triglycerides in Small LDL	Lipoprotein subclasses	23550	23850	sequencing	Gene-burden	no PGS adjustment	Combined	British-African
GCST90501256	Triglycerides in Small LDL	Lipoprotein subclasses	23550	23850	array	Meta-analysis		Combined	Combined
GCST90499710	Triglycerides in Small LDL	Lipoprotein subclasses	23550	23850	sequencing	exWAS	PGS adjusted	Combined	British-African
GCST90499714	Triglycerides in Small LDL	Lipoprotein subclasses	23550	23850	sequencing	exWAS	PGS adjusted	Combined	European
GCST90499717	Triglycerides in Small LDL	Lipoprotein subclasses	23550	23850	sequencing	exWAS	PGS adjusted	Combined	British-Central/South Asian
GCST90499711	Triglycerides in Small LDL	Lipoprotein subclasses	23550	23850	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90499715	Triglycerides in Small LDL	Lipoprotein subclasses	23550	23850	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90499720	Triglycerides in Small LDL	Lipoprotein subclasses	23550	23850	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90499904	Triglycerides in Small VLDL	Lipoprotein subclasses	23515	23815	array	Discovery		Combined	British-Central/South Asian
GCST90499909	Triglycerides in Small VLDL	Lipoprotein subclasses	23515	23815	array	Discovery		Combined	British-African
GCST90499919	Triglycerides in Small VLDL	Lipoprotein subclasses	23515	23815	array	Discovery		Combined	European
GCST90499917	Triglycerides in Small VLDL	Lipoprotein subclasses	23515	23815	array	Discovery		Female	European
GCST90499915	Triglycerides in Small VLDL	Lipoprotein subclasses	23515	23815	array	Discovery		Male	European
GCST90499903	Triglycerides in Small VLDL	Lipoprotein subclasses	23515	23815	sequencing	Gene-burden	PGS adjusted	Combined	British-Central/South Asian
GCST90499912	Triglycerides in Small VLDL	Lipoprotein subclasses	23515	23815	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90499913	Triglycerides in Small VLDL	Lipoprotein subclasses	23515	23815	sequencing	Gene-burden	PGS adjusted	Combined	British-African
GCST90499906	Triglycerides in Small VLDL	Lipoprotein subclasses	23515	23815	sequencing	Gene-burden	no PGS adjustment	Combined	European
GCST90499907	Triglycerides in Small VLDL	Lipoprotein subclasses	23515	23815	sequencing	Gene-burden	no PGS adjustment	Combined	British-African
GCST90499914	Triglycerides in Small VLDL	Lipoprotein subclasses	23515	23815	sequencing	Gene-burden	no PGS adjustment	Combined	British-Central/South Asian
GCST90501268	Triglycerides in Small VLDL	Lipoprotein subclasses	23515	23815	array	Meta-analysis		Combined	Combined
GCST90499908	Triglycerides in Small VLDL	Lipoprotein subclasses	23515	23815	sequencing	exWAS	PGS adjusted	Combined	British-Central/South Asian
GCST90499910	Triglycerides in Small VLDL	Lipoprotein subclasses	23515	23815	sequencing	exWAS	PGS adjusted	Combined	British-African
GCST90499918	Triglycerides in Small VLDL	Lipoprotein subclasses	23515	23815	sequencing	exWAS	PGS adjusted	Combined	European
GCST90499905	Triglycerides in Small VLDL	Lipoprotein subclasses	23515	23815	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90499911	Triglycerides in Small VLDL	Lipoprotein subclasses	23515	23815	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90499916	Triglycerides in Small VLDL	Lipoprotein subclasses	23515	23815	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90500294	Triglycerides in VLDL	Triglycerides	23408	23708	array	Discovery		Combined	British-Central/South Asian
GCST90500299	Triglycerides in VLDL	Triglycerides	23408	23708	array	Discovery		Combined	European
GCST90500301	Triglycerides in VLDL	Triglycerides	23408	23708	array	Discovery		Combined	British-African
GCST90500295	Triglycerides in VLDL	Triglycerides	23408	23708	array	Discovery		Female	European
GCST90500304	Triglycerides in VLDL	Triglycerides	23408	23708	array	Discovery		Male	European
GCST90500293	Triglycerides in VLDL	Triglycerides	23408	23708	sequencing	Gene-burden	PGS adjusted	Combined	British-Central/South Asian
GCST90500305	Triglycerides in VLDL	Triglycerides	23408	23708	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90500298	Triglycerides in VLDL	Triglycerides	23408	23708	sequencing	Gene-burden	no PGS adjustment	Combined	European
GCST90500302	Triglycerides in VLDL	Triglycerides	23408	23708	sequencing	Gene-burden	no PGS adjustment	Combined	British-African
GCST90500306	Triglycerides in VLDL	Triglycerides	23408	23708	sequencing	Gene-burden	no PGS adjustment	Combined	British-Central/South Asian
GCST90501293	Triglycerides in VLDL	Triglycerides	23408	23708	array	Meta-analysis		Combined	Combined
GCST90500296	Triglycerides in VLDL	Triglycerides	23408	23708	sequencing	exWAS	PGS adjusted	Combined	British-Central/South Asian
GCST90500300	Triglycerides in VLDL	Triglycerides	23408	23708	sequencing	exWAS	PGS adjusted	Combined	European
GCST90500292	Triglycerides in VLDL	Triglycerides	23408	23708	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90500297	Triglycerides in VLDL	Triglycerides	23408	23708	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90500303	Triglycerides in VLDL	Triglycerides	23408	23708	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90500478	Triglycerides in Very Large HDL	Lipoprotein subclasses	23557	23857	array	Discovery		Combined	British-Central/South Asian
GCST90500487	Triglycerides in Very Large HDL	Lipoprotein subclasses	23557	23857	array	Discovery		Combined	European
GCST90500490	Triglycerides in Very Large HDL	Lipoprotein subclasses	23557	23857	array	Discovery		Combined	British-African
GCST90500481	Triglycerides in Very Large HDL	Lipoprotein subclasses	23557	23857	array	Discovery		Female	European
GCST90500482	Triglycerides in Very Large HDL	Lipoprotein subclasses	23557	23857	array	Discovery		Male	European
GCST90500483	Triglycerides in Very Large HDL	Lipoprotein subclasses	23557	23857	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90500486	Triglycerides in Very Large HDL	Lipoprotein subclasses	23557	23857	sequencing	Gene-burden	PGS adjusted	Combined	British-Central/South Asian
GCST90500488	Triglycerides in Very Large HDL	Lipoprotein subclasses	23557	23857	sequencing	Gene-burden	PGS adjusted	Combined	British-African
GCST90500484	Triglycerides in Very Large HDL	Lipoprotein subclasses	23557	23857	sequencing	Gene-burden	no PGS adjustment	Combined	European
GCST90500480	Triglycerides in Very Large HDL	Lipoprotein subclasses	23557	23857	sequencing	Gene-burden	no PGS adjustment	Combined	British-Central/South Asian
GCST90500493	Triglycerides in Very Large HDL	Lipoprotein subclasses	23557	23857	sequencing	Gene-burden	no PGS adjustment	Combined	British-African
GCST90501304	Triglycerides in Very Large HDL	Lipoprotein subclasses	23557	23857	array	Meta-analysis		Combined	Combined
GCST90500485	Triglycerides in Very Large HDL	Lipoprotein subclasses	23557	23857	sequencing	exWAS	PGS adjusted	Combined	European
GCST90500479	Triglycerides in Very Large HDL	Lipoprotein subclasses	23557	23857	sequencing	exWAS	PGS adjusted	Combined	British-Central/South Asian
GCST90500492	Triglycerides in Very Large HDL	Lipoprotein subclasses	23557	23857	sequencing	exWAS	PGS adjusted	Combined	British-African
GCST90500477	Triglycerides in Very Large HDL	Lipoprotein subclasses	23557	23857	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90500489	Triglycerides in Very Large HDL	Lipoprotein subclasses	23557	23857	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90500491	Triglycerides in Very Large HDL	Lipoprotein subclasses	23557	23857	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90500670	Triglycerides in Very Large VLDL	Lipoprotein subclasses	23494	23794	array	Discovery		Combined	European
GCST90500677	Triglycerides in Very Large VLDL	Lipoprotein subclasses	23494	23794	array	Discovery		Combined	British-African
GCST90500667	Triglycerides in Very Large VLDL	Lipoprotein subclasses	23494	23794	array	Discovery		Combined	British-Central/South Asian
GCST90500671	Triglycerides in Very Large VLDL	Lipoprotein subclasses	23494	23794	array	Discovery		Female	European
GCST90500680	Triglycerides in Very Large VLDL	Lipoprotein subclasses	23494	23794	array	Discovery		Male	European
GCST90500669	Triglycerides in Very Large VLDL	Lipoprotein subclasses	23494	23794	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90500679	Triglycerides in Very Large VLDL	Lipoprotein subclasses	23494	23794	sequencing	Gene-burden	PGS adjusted	Combined	British-Central/South Asian
GCST90500672	Triglycerides in Very Large VLDL	Lipoprotein subclasses	23494	23794	sequencing	Gene-burden	no PGS adjustment	Combined	British-African
GCST90500681	Triglycerides in Very Large VLDL	Lipoprotein subclasses	23494	23794	sequencing	Gene-burden	no PGS adjustment	Combined	British-Central/South Asian
GCST90500678	Triglycerides in Very Large VLDL	Lipoprotein subclasses	23494	23794	sequencing	Gene-burden	no PGS adjustment	Combined	European
GCST90501316	Triglycerides in Very Large VLDL	Lipoprotein subclasses	23494	23794	array	Meta-analysis		Combined	Combined
GCST90500674	Triglycerides in Very Large VLDL	Lipoprotein subclasses	23494	23794	sequencing	exWAS	PGS adjusted	Combined	European
GCST90500676	Triglycerides in Very Large VLDL	Lipoprotein subclasses	23494	23794	sequencing	exWAS	PGS adjusted	Combined	British-Central/South Asian
GCST90500673	Triglycerides in Very Large VLDL	Lipoprotein subclasses	23494	23794	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90500668	Triglycerides in Very Large VLDL	Lipoprotein subclasses	23494	23794	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90500675	Triglycerides in Very Large VLDL	Lipoprotein subclasses	23494	23794	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90500884	Triglycerides in Very Small VLDL	Lipoprotein subclasses	23522	23822	array	Discovery		Combined	British-African
GCST90500871	Triglycerides in Very Small VLDL	Lipoprotein subclasses	23522	23822	array	Discovery		Combined	British-Central/South Asian
GCST90500880	Triglycerides in Very Small VLDL	Lipoprotein subclasses	23522	23822	array	Discovery		Combined	European
GCST90500885	Triglycerides in Very Small VLDL	Lipoprotein subclasses	23522	23822	array	Discovery		Female	European
GCST90500873	Triglycerides in Very Small VLDL	Lipoprotein subclasses	23522	23822	array	Discovery		Male	European
GCST90500874	Triglycerides in Very Small VLDL	Lipoprotein subclasses	23522	23822	sequencing	Gene-burden	PGS adjusted	Combined	British-Central/South Asian
GCST90500869	Triglycerides in Very Small VLDL	Lipoprotein subclasses	23522	23822	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90500882	Triglycerides in Very Small VLDL	Lipoprotein subclasses	23522	23822	sequencing	Gene-burden	PGS adjusted	Combined	British-African
GCST90500883	Triglycerides in Very Small VLDL	Lipoprotein subclasses	23522	23822	sequencing	Gene-burden	no PGS adjustment	Combined	British-African
GCST90500876	Triglycerides in Very Small VLDL	Lipoprotein subclasses	23522	23822	sequencing	Gene-burden	no PGS adjustment	Combined	European
GCST90500878	Triglycerides in Very Small VLDL	Lipoprotein subclasses	23522	23822	sequencing	Gene-burden	no PGS adjustment	Combined	British-Central/South Asian
GCST90501328	Triglycerides in Very Small VLDL	Lipoprotein subclasses	23522	23822	array	Meta-analysis		Combined	Combined
GCST90500875	Triglycerides in Very Small VLDL	Lipoprotein subclasses	23522	23822	sequencing	exWAS	PGS adjusted	Combined	European
GCST90500877	Triglycerides in Very Small VLDL	Lipoprotein subclasses	23522	23822	sequencing	exWAS	PGS adjusted	Combined	British-African
GCST90500881	Triglycerides in Very Small VLDL	Lipoprotein subclasses	23522	23822	sequencing	exWAS	PGS adjusted	Combined	British-Central/South Asian
GCST90500872	Triglycerides in Very Small VLDL	Lipoprotein subclasses	23522	23822	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90500870	Triglycerides in Very Small VLDL	Lipoprotein subclasses	23522	23822	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90500879	Triglycerides in Very Small VLDL	Lipoprotein subclasses	23522	23822	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90499986	Triglycerides to Phosphoglycerides ratio	Other lipids	23435	23735	array	Discovery		Combined	British-African
GCST90499984	Triglycerides to Phosphoglycerides ratio	Other lipids	23435	23735	array	Discovery		Combined	European
GCST90499998	Triglycerides to Phosphoglycerides ratio	Other lipids	23435	23735	array	Discovery		Combined	British-Central/South Asian
GCST90499996	Triglycerides to Phosphoglycerides ratio	Other lipids	23435	23735	array	Discovery		Female	European
GCST90499992	Triglycerides to Phosphoglycerides ratio	Other lipids	23435	23735	array	Discovery		Male	European
GCST90499993	Triglycerides to Phosphoglycerides ratio	Other lipids	23435	23735	sequencing	Gene-burden	PGS adjusted	Combined	British-Central/South Asian
GCST90499995	Triglycerides to Phosphoglycerides ratio	Other lipids	23435	23735	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90499985	Triglycerides to Phosphoglycerides ratio	Other lipids	23435	23735	sequencing	Gene-burden	no PGS adjustment	Combined	British-African
GCST90499994	Triglycerides to Phosphoglycerides ratio	Other lipids	23435	23735	sequencing	Gene-burden	no PGS adjustment	Combined	British-Central/South Asian
GCST90499989	Triglycerides to Phosphoglycerides ratio	Other lipids	23435	23735	sequencing	Gene-burden	no PGS adjustment	Combined	European
GCST90501273	Triglycerides to Phosphoglycerides ratio	Other lipids	23435	23735	array	Meta-analysis		Combined	Combined
GCST90499997	Triglycerides to Phosphoglycerides ratio	Other lipids	23435	23735	sequencing	exWAS	PGS adjusted	Combined	British-Central/South Asian
GCST90499987	Triglycerides to Phosphoglycerides ratio	Other lipids	23435	23735	sequencing	exWAS	PGS adjusted	Combined	European
GCST90499990	Triglycerides to Phosphoglycerides ratio	Other lipids	23435	23735	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90499988	Triglycerides to Phosphoglycerides ratio	Other lipids	23435	23735	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90499991	Triglycerides to Phosphoglycerides ratio	Other lipids	23435	23735	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90501086	Triglycerides to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23583	23883	array	Discovery		Combined	European
GCST90501087	Triglycerides to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23583	23883	array	Discovery		Combined	British-Central/South Asian
GCST90501090	Triglycerides to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23583	23883	array	Discovery		Combined	British-African
GCST90501092	Triglycerides to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23583	23883	array	Discovery		Female	European
GCST90501091	Triglycerides to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23583	23883	array	Discovery		Male	European
GCST90501078	Triglycerides to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23583	23883	sequencing	Gene-burden	PGS adjusted	Combined	British-African
GCST90501088	Triglycerides to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23583	23883	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90501085	Triglycerides to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23583	23883	sequencing	Gene-burden	PGS adjusted	Combined	British-Central/South Asian
GCST90501081	Triglycerides to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23583	23883	sequencing	Gene-burden	no PGS adjustment	Combined	European
GCST90501082	Triglycerides to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23583	23883	sequencing	Gene-burden	no PGS adjustment	Combined	British-Central/South Asian
GCST90501084	Triglycerides to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23583	23883	sequencing	Gene-burden	no PGS adjustment	Combined	British-African
GCST90501341	Triglycerides to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23583	23883	array	Meta-analysis		Combined	Combined
GCST90501079	Triglycerides to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23583	23883	sequencing	exWAS	PGS adjusted	Combined	British-Central/South Asian
GCST90501076	Triglycerides to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23583	23883	sequencing	exWAS	PGS adjusted	Combined	British-African
GCST90501089	Triglycerides to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23583	23883	sequencing	exWAS	PGS adjusted	Combined	European
GCST90501077	Triglycerides to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23583	23883	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90501080	Triglycerides to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23583	23883	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90501083	Triglycerides to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23583	23883	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90497674	Triglycerides to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23613	23913	array	Discovery		Combined	European
GCST90497680	Triglycerides to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23613	23913	array	Discovery		Combined	British-African
GCST90497687	Triglycerides to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23613	23913	array	Discovery		Combined	British-Central/South Asian
GCST90497682	Triglycerides to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23613	23913	array	Discovery		Female	European
GCST90497676	Triglycerides to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23613	23913	array	Discovery		Male	European
GCST90497673	Triglycerides to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23613	23913	sequencing	Gene-burden	PGS adjusted	Combined	British-Central/South Asian
GCST90497683	Triglycerides to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23613	23913	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90497685	Triglycerides to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23613	23913	sequencing	Gene-burden	PGS adjusted	Combined	British-African
GCST90497675	Triglycerides to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23613	23913	sequencing	Gene-burden	no PGS adjustment	Combined	British-Central/South Asian
GCST90497681	Triglycerides to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23613	23913	sequencing	Gene-burden	no PGS adjustment	Combined	British-African
GCST90497688	Triglycerides to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23613	23913	sequencing	Gene-burden	no PGS adjustment	Combined	European
GCST90501132	Triglycerides to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23613	23913	array	Meta-analysis		Combined	Combined
GCST90497679	Triglycerides to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23613	23913	sequencing	exWAS	PGS adjusted	Combined	British-African
GCST90497686	Triglycerides to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23613	23913	sequencing	exWAS	PGS adjusted	Combined	British-Central/South Asian
GCST90497689	Triglycerides to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23613	23913	sequencing	exWAS	PGS adjusted	Combined	European
GCST90497677	Triglycerides to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23613	23913	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90497678	Triglycerides to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23613	23913	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90497684	Triglycerides to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23613	23913	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90497900	Triglycerides to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23638	23938	array	Discovery		Combined	British-African
GCST90497902	Triglycerides to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23638	23938	array	Discovery		Combined	British-Central/South Asian
GCST90497903	Triglycerides to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23638	23938	array	Discovery		Combined	European
GCST90497896	Triglycerides to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23638	23938	array	Discovery		Female	European
GCST90497906	Triglycerides to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23638	23938	array	Discovery		Male	European
GCST90497890	Triglycerides to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23638	23938	sequencing	Gene-burden	PGS adjusted	Combined	British-African
GCST90497894	Triglycerides to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23638	23938	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90497904	Triglycerides to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23638	23938	sequencing	Gene-burden	PGS adjusted	Combined	British-Central/South Asian
GCST90497892	Triglycerides to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23638	23938	sequencing	Gene-burden	no PGS adjustment	Combined	British-Central/South Asian
GCST90497899	Triglycerides to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23638	23938	sequencing	Gene-burden	no PGS adjustment	Combined	European
GCST90497901	Triglycerides to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23638	23938	sequencing	Gene-burden	no PGS adjustment	Combined	British-African
GCST90501145	Triglycerides to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23638	23938	array	Meta-analysis		Combined	Combined
GCST90497893	Triglycerides to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23638	23938	sequencing	exWAS	PGS adjusted	Combined	British-African
GCST90497895	Triglycerides to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23638	23938	sequencing	exWAS	PGS adjusted	Combined	British-Central/South Asian
GCST90497898	Triglycerides to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23638	23938	sequencing	exWAS	PGS adjusted	Combined	European
GCST90497891	Triglycerides to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23638	23938	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90497897	Triglycerides to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23638	23938	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90497905	Triglycerides to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23638	23938	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90498108	Triglycerides to Total Lipids in Large LDL percentage	Relative lipoprotein lipid concentrations	23618	23918	array	Discovery		Combined	British-Central/South Asian
GCST90498099	Triglycerides to Total Lipids in Large LDL percentage	Relative lipoprotein lipid concentrations	23618	23918	array	Discovery		Combined	British-African
GCST90498103	Triglycerides to Total Lipids in Large LDL percentage	Relative lipoprotein lipid concentrations	23618	23918	array	Discovery		Combined	European
GCST90498101	Triglycerides to Total Lipids in Large LDL percentage	Relative lipoprotein lipid concentrations	23618	23918	array	Discovery		Female	European
GCST90498092	Triglycerides to Total Lipids in Large LDL percentage	Relative lipoprotein lipid concentrations	23618	23918	array	Discovery		Male	European
GCST90498097	Triglycerides to Total Lipids in Large LDL percentage	Relative lipoprotein lipid concentrations	23618	23918	sequencing	Gene-burden	PGS adjusted	Combined	British-African
GCST90498100	Triglycerides to Total Lipids in Large LDL percentage	Relative lipoprotein lipid concentrations	23618	23918	sequencing	Gene-burden	PGS adjusted	Combined	British-Central/South Asian
GCST90498098	Triglycerides to Total Lipids in Large LDL percentage	Relative lipoprotein lipid concentrations	23618	23918	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90498104	Triglycerides to Total Lipids in Large LDL percentage	Relative lipoprotein lipid concentrations	23618	23918	sequencing	Gene-burden	no PGS adjustment	Combined	British-African
GCST90498102	Triglycerides to Total Lipids in Large LDL percentage	Relative lipoprotein lipid concentrations	23618	23918	sequencing	Gene-burden	no PGS adjustment	Combined	British-Central/South Asian
GCST90498106	Triglycerides to Total Lipids in Large LDL percentage	Relative lipoprotein lipid concentrations	23618	23918	sequencing	Gene-burden	no PGS adjustment	Combined	European
GCST90501157	Triglycerides to Total Lipids in Large LDL percentage	Relative lipoprotein lipid concentrations	23618	23918	array	Meta-analysis		Combined	Combined
GCST90498094	Triglycerides to Total Lipids in Large LDL percentage	Relative lipoprotein lipid concentrations	23618	23918	sequencing	exWAS	PGS adjusted	Combined	European
GCST90498105	Triglycerides to Total Lipids in Large LDL percentage	Relative lipoprotein lipid concentrations	23618	23918	sequencing	exWAS	PGS adjusted	Combined	British-African
GCST90498107	Triglycerides to Total Lipids in Large LDL percentage	Relative lipoprotein lipid concentrations	23618	23918	sequencing	exWAS	PGS adjusted	Combined	British-Central/South Asian
GCST90498095	Triglycerides to Total Lipids in Large LDL percentage	Relative lipoprotein lipid concentrations	23618	23918	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90498096	Triglycerides to Total Lipids in Large LDL percentage	Relative lipoprotein lipid concentrations	23618	23918	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90498093	Triglycerides to Total Lipids in Large LDL percentage	Relative lipoprotein lipid concentrations	23618	23918	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90498285	Triglycerides to Total Lipids in Large VLDL percentage	Relative lipoprotein lipid concentrations	23593	23893	array	Discovery		Combined	European
GCST90498286	Triglycerides to Total Lipids in Large VLDL percentage	Relative lipoprotein lipid concentrations	23593	23893	array	Discovery		Combined	British-African
GCST90498296	Triglycerides to Total Lipids in Large VLDL percentage	Relative lipoprotein lipid concentrations	23593	23893	array	Discovery		Combined	British-Central/South Asian
GCST90498287	Triglycerides to Total Lipids in Large VLDL percentage	Relative lipoprotein lipid concentrations	23593	23893	array	Discovery		Female	European
